item_id,zh_cn,ru,fr,en,icon_path,category_zh_cn,category_ru,category_fr,category_en
35885,恶灵黄玉,Затвердевшая смола,Topaze possédé,Possessed Topaz,icons/quest/icon_item_quest007.dds.png,生产材料,Редкий материал,Matériau,Material
35887,怨之骨的碎片,Кости захватчика,Éclat d'os,Bone Chip,icons/icon_item_0177.dds.png,生产材料,Редкий материал,Matériau,Material
35888,禁忌咒术的黑玉,Гадальная руна,Sorcegemme interdite,Forbidden Spellgem,icons/quest/icon_item_quest014.dds.png,生产材料,Редкий материал,Matériau,Material
35889,蕴含邪恶灵魂的水晶球,Прозрачный речной жемчуг,Orbe d'ombre,Shadow Orb,icons/quest/icon_item_quest021.dds.png,生产材料,Редкий материал,Matériau,Material
35895,利维坦之眼,Глаз Левиафана,Œil de Léviathan,Leviathan Eye,icons/icon_item_0184.dds.png,生产材料,Редкий материал,Matériau,Material
36602,黄色超级祝福石（绑定）,Слабый универсальный катализатор,Charme de renivellement jaune supérieur lié,Bound Superior Yellow Regrade Charm,icons/icon_item_1849.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
36604,红色超级祝福石（绑定）,Мощный универсальный катализатор,Charme de renivellement rouge supérieur lié,Bound Superior Red Regrade Charm,icons/icon_item_1851.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
36605,光辉的武器强化卷轴（绑定）,Свиток сильных чар оружейника,Parchemin resplendissant de renivellement d'arme lié,Bound Resplendent Weapon Regrade Scroll,icons/icon_item_1270.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
36606,光辉的防具强化卷轴（绑定）,Свиток сильных чар бронника,Parchemin resplendissant de renivellement d'armure lié,Bound Resplendent Armor Regrade Scroll,icons/icon_item_1271.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
36867,红色祝福石（绑定）,Мощный катализатор,Charme de renivellement rouge lié,Bound Red Regrade Charm,icons/icon_item_1850.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
36905,礼物兑换券,Подарочный купон,Ticket cadeau,Gift Ticket,icons/quest/icon_item_quest023.dds.png,生产材料,Редкий материал,Matériau,Material
37554,绿色祝福石（绑定）,Основной катализатор,Charme de renivellement vert lié,Bound Green Regrade Charm,icons/icon_item_1917.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
37893,建筑柱子包,Упаковка обструганных досок,Paquet de poutres en bois,Wooden Beam Bundle,icons/icon_item_1974.dds.png,生产材料,Редкий материал,Matériau,Material
37894,建筑工具包,Набор строительных инструментов,Paquet d'outils de construction,Construction Tool Bundle,icons/icon_item_1977.dds.png,生产材料,Редкий материал,Matériau,Material
37895,结尾建筑材料包,Упаковка отделочных материалов,Paquet de touches finales,Finishing Touches Bundle,icons/icon_item_1976.dds.png,生产材料,Редкий материал,Matériau,Material
37896,建筑石砖包,Упаковка строительного кирпича,Paquet de briques de construction,Construction Brick Bundle,icons/icon_item_1975.dds.png,生产材料,Редкий материал,Matériau,Material
38087,召唤兽装饰强化卷轴,Свиток чар шорника,Parchemin de renivellement d'accessoire pour familier,Pet Accessory Regrade Scroll,icons/icon_item_1695.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
38600,武器强化卷轴（绑定）,Свиток чар оружейника,Parchemin de renivellement d'arme lié,Bound Weapon Regrade Scroll,icons/icon_item_1268.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
38601,防具强化卷轴（绑定）,Свиток чар бронника,Parchemin de renivellement d'armure lié,Bound Armor Regrade Scroll,icons/icon_item_1269.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
38752,紫色祝福石,Слабый бледно-лиловый катализатор,Charme de renivellement violet,Purple Regrade Charm,icons/icon_item_2736.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
38754,橘色祝福石,Слабый медно-оранжевый катализатор,Charme de renivellement orange,Orange Regrade Charm,icons/icon_item_2737.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
38757,白色祝福石,Слабый универсальный катализатор,Charme de renivellement blanc,White Regrade Charm,icons/icon_item_2738.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
38758,白色超级祝福石,Мощный универсальный катализатор,Charme de renivellement blanc supérieur,Superior White Regrade Charm,icons/icon_item_2738.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
38814,雾光次元之石,Сердце света,Pierre de puissance brumeuse,Mistmight Stone,icons/icon_item_2727.dds.png,生产材料,Редкий материал,Matériau,Material
38815,露光次元之石,Средоточие света,Pierre de force solaire,Sunstrength Stone,icons/icon_item_2728.dds.png,生产材料,Редкий материал,Matériau,Material
38835,凝缩魔力的轻盈金属结晶,Легкий зачарованный сплав,Feu-follet de mana de métal à une main,One-Hander Metal Mana Wisp,icons/icon_item_2740.dds.png,生产材料,Редкий материал,Matériau,Material
38836,凝缩魔力的沉重金属结晶,Тяжелый зачарованный сплав,Feu-follet de mana de métal à deux mains,Two-Hander Metal Mana Wisp,icons/icon_item_2741.dds.png,生产材料,Редкий материал,Matériau,Material
38837,凝缩魔力的木工结晶,Брусок зачарованной древесины,Feu-follet de mana de bois,Wooden Mana Wisp,icons/icon_item_2743.dds.png,生产材料,Редкий материал,Matériau,Material
38838,凝缩魔力的沉重木工结晶,Зачарованный обломок,Feu-follet de mana de bois à deux mains,Two-Hander Wood Mana Wisp,icons/icon_item_dagger_0027.dds.png,生产材料,Редкий материал,Matériau,Material
38839,凝缩魔力的旋律结晶,Брусок поющей древесины,Feu-follet de mana musical,Musical Mana Wisp,icons/icon_item_2744.dds.png,生产材料,Редкий материал,Matériau,Material
38840,凝缩魔力的宝石结晶,Зачарованный самоцвет,Grand Feu-follet de mana de bijou,Large Jewelry Mana Wisp,icons/icon_item_0157.dds.png,生产材料,Редкий материал,Matériau,Material
38841,凝缩魔力的宝石碎片,Зачарованный кристалл,Petit Feu-follet de mana de bijou,Small Jewelry Mana Wisp,icons/icon_item_0288.dds.png,生产材料,Редкий материал,Matériau,Material
38842,凝缩魔力的宝石粉末,Зачарованный обломок,Feu-follet de mana d'anneau,Ring Mana Wisp,icons/icon_item_dagger_0027.dds.png,生产材料,Редкий материал,Matériau,Material
38843,凝缩魔力的布料碎片,Лоскут зачарованной материи,Feu-follet de mana de tissu,Cloth Mana Wisp,icons/icon_item_2745.dds.png,生产材料,Редкий материал,Matériau,Material
38844,凝缩魔力的皮革碎片,Лоскут зачарованной кожи,Feu-follet de mana de cuir,Leather Mana Wisp,icons/icon_item_0285.dds.png,生产材料,Редкий материал,Matériau,Material
38845,凝缩魔力的金属碎片,Пластина зачарованного металла,Feu-follet de mana de plates,Plate Mana Wisp,icons/icon_item_2746.dds.png,生产材料,Редкий материал,Matériau,Material
39097,饰品强化卷轴（绑定）,Свиток чар ювелира,Parch. reniv. d'accessoire lié,Bound Accessory Regrade Scroll,icons/icon_item_1695.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
39100,召唤兽装饰强化卷轴（绑定）,Свиток чар шорника,Parch. : reniv. acc. familier lié,Bound Pet Accessory Regrade Scroll,icons/icon_item_1695.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
39102,银色超级祝福石,Мерцающий катализатор,Charme de renivellement argenté,Silver Regrade Charm,icons/icon_item_2738.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
39424,未拆封的神秘幸运石,Ирамийская гадальная руна,Pierre de sérendipité emballée,Wrapped Serendipity Stone,icons/icon_item_3017.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
39780,霞光次元之石,Субстанция света,Pierre de portail du couchant,Sunset Portalstone,icons/icon_item_2871.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
39826,击破·新月黄石粉,Пигмент для гравировки рухнувшей башни,Lunarite de rafale : Entrechoc,Gale Lunarite: Clash,icons/icon_item_1716.dds.png,生产材料,Редкий материал,Matériau,Material
39827,击破·新月黄石片,Глазурь для гравировки рухнувшей башни,Lunarite délicate de rafale : Entrechoc,Fine Gale Lunarite: Clash,icons/icon_item_1719.dds.png,生产材料,Редкий материал,Matériau,Material
39828,击破·新月黄石晶,Стекло для гравировки рухнувшей башни,Lunarite supérieure de rafale : Entrechoc,Superior Gale Lunarite: Clash,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
39829,击落·新月青石粉,Пигмент для гравировки расколотого щита,Lunarite de la terre : Interception,Earth Lunarite: Intercept,icons/icon_item_1715.dds.png,生产材料,Редкий материал,Matériau,Material
39830,击落·新月青石片,Глазурь для гравировки расколотого щита,Lunarite délicate de la terre : Interception,Fine Earth Lunarite: Intercept,icons/icon_item_1718.dds.png,生产材料,Редкий материал,Matériau,Material
39831,击落·新月青石晶,Стекло для гравировки расколотого щита,Lunarite supérieure de la terre : Interception,Superior Earth Lunarite: Intercept,icons/icon_item_1721.dds.png,生产材料,Редкий материал,Matériau,Material
39885,绿色祝福石（绑定）,Основной катализатор,Charme de renivellement vert lié expiré,Bound Green Regrade Charm,icons/icon_item_1917.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
40025,光辉的饰品强化卷轴（绑定）,Свиток сильных чар ювелира,Parchemin resplendissant de renivellement d'accessoire,Bound Resplendent Accessory Regrade Scroll,icons/icon_item_1696.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
40026,绿色祝福石（绑定）,Основной катализатор,Charme de renivellement vert lié,Bound Green Regrade Charm,icons/icon_item_1917.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
40027,蓝色祝福石（绑定）,Улучшенный основной катализатор,Charme de renivellement bleu lié,Bound Blue Regrade Charm,icons/icon_item_1916.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
40028,黄色祝福石（绑定）,Слабый катализатор,Charme de renivellement jaune lié,Bound Yellow Regrade Charm,icons/icon_item_1848.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
40029,红色祝福石（绑定）,Мощный катализатор,Charme de renivellement rouge lié,Bound Red Regrade Charm,icons/icon_item_1850.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
40200,神与英雄们的原画,Холст «Боги и герои»,Tableau original : Dieux et Héros,Original Painting: Gods and Heroes,icons/icon_item_3049.dds.png,生产材料,Редкий материал,Matériau,Material
40232,独立宣言,Декларация независимости,Déclaration d'indépendance,Declaration of Independence,icons/icon_item_3140.dds.png,纸张,Бумага,Papier,Paper
40234,独立宣言授权书,Заверенная подписями декларация независимости,Permis d'indépendance,Independence Permit,icons/icon_item_3141.dds.png,纸张,Бумага,Papier,Paper
40736,伊修达尔的盔甲碎片,Обломок статуи Иштара,Éclat d'armure Frapperage,Wrathsmite Armor Shard,icons/icon_item_3148.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
40809,凝结魔力的短剑,Заготовка для кинжала короля-завоевателя,Feu-follet de dague de soufre,Brimstone Dagger Wisp,icons/icon_item_dagger_0094.dds.png,生产材料,Редкий материал,Matériau,Material
40810,凝结魔力的单手剑,Заготовка для одноручного меча короля-завоевателя,Feu-follet d'épée de soufre,Brimstone Sword Wisp,icons/icon_item_sword_1h_0096.dds.png,生产材料,Редкий материал,Matériau,Material
40811,凝结魔力的双手剑,Заготовка для двуручного меча короля-завоевателя,Feu-follet d'espadon de soufre,Brimstone Greatsword Wisp,icons/icon_item_sword_2h_0074.dds.png,生产材料,Редкий материал,Matériau,Material
40812,凝结魔力的单手刀,Заготовка для одноручного клинка короля-завоевателя,Feu-follet de katana de soufre,Brimstone Katana Wisp,icons/icon_item_blade_1h_0088.dds.png,生产材料,Редкий материал,Matériau,Material
40813,凝结魔力的双手刀,Заготовка для двуручного клинка короля-завоевателя,Feu-follet de nodachi de soufre,Brimstone Nodachi Wisp,icons/icon_item_blade_2h_0075.dds.png,生产材料,Редкий материал,Matériau,Material
40814,凝结魔力的单手斧,Заготовка для боевого топора короля-завоевателя,Feu-follet de hache de soufre,Brimstone Axe Wisp,icons/icon_item_axe_1h_0089.dds.png,生产材料,Редкий материал,Matériau,Material
40815,凝结魔力的双手斧,Заготовка для секиры короля-завоевателя,Feu-follet de bardiche de soufre,Brimstone Greataxe Wisp,icons/icon_item_axe_2h_0056.dds.png,生产材料,Редкий материал,Matériau,Material
40816,凝结魔力的单手钝器,Заготовка для молота короля-завоевателя,Feu-follet de gourdin de soufre,Brimstone Club Wisp,icons/icon_item_mace_1h_0084.dds.png,生产材料,Редкий материал,Matériau,Material
40817,凝结魔力的双手钝器,Заготовка для двуручного молота короля-завоевателя,Feu-follet de grand gourdin de soufre,Brimstone Greatclub Wisp,icons/icon_item_mace_2h_0066.dds.png,生产材料,Редкий материал,Matériau,Material
40818,凝结魔力的单手枪,Заготовка для копья короля-завоевателя,Feu-follet de pilum de soufre,Brimstone Shortspear Wisp,icons/icon_item_spear_1h_0086.dds.png,生产材料,Редкий материал,Matériau,Material
40819,凝结魔力的双手枪,Заготовка для алебарды короля-завоевателя,Feu-follet de pertuisane de soufre,Brimstone Longspear Wisp,icons/icon_item_spear_2h_0071.dds.png,生产材料,Редкий материал,Matériau,Material
40820,凝结魔力的单手杖,Заготовка для короткого посоха короля-завоевателя,Feu-follet de sceptre de soufre,Brimstone Scepter Wisp,icons/icon_item_staff_1h_0088.dds.png,生产材料,Редкий материал,Matériau,Material
40821,凝结魔力的双手杖,Заготовка для боевого посоха короля-завоевателя,Feu-follet de bâton de soufre,Brimstone Staff Wisp,icons/icon_item_staff_2h_0052.dds.png,生产材料,Редкий материал,Matériau,Material
40822,凝结魔力的魔力弓,Заготовка для лука короля-завоевателя,Feu-follet d'arc de soufre,Brimstone Bow Wisp,icons/icon_item_bow_0091.dds.png,生产材料,Редкий материал,Matériau,Material
40823,凝结魔力的弦乐器,Заготовка для лютни короля-завоевателя,Feu-follet de luth de soufre,Brimstone Lute Wisp,icons/icon_item_ins_s_0052.dds.png,生产材料,Редкий материал,Matériau,Material
40824,凝结魔力的管乐器,Заготовка для кларнета короля-завоевателя,Feu-follet de flûte de soufre,Brimstone Flute Wisp,icons/icon_item_ins_w_0049.dds.png,生产材料,Редкий материал,Matériau,Material
40825,凝结魔力的盾牌,Заготовка для щита короля-завоевателя,Feu-follet de bouclier de soufre,Brimstone Shield Wisp,icons/icon_item_shield_0095.dds.png,生产材料,Редкий материал,Matériau,Material
40826,凝结魔力的王冠,Заготовка для фибулы короля-завоевателя,Feu-follet de capuche de soufre,Brimstone Hood Wisp,icons/costume_hm/nu_m_hm_cloth199.dds.png,生产材料,Редкий материал,Matériau,Material
40827,凝结魔力的软布上衣,Заготовка для легкого дублета короля-завоевателя,Feu-follet de chemise de soufre,Brimstone Shirt Wisp,icons/costume_ar/nu_f_ar_cloth199.dds.png,生产材料,Редкий материал,Matériau,Material
40828,凝结魔力的软布裤子,Заготовка для легких поножей короля-завоевателя,Feu-follet de pantalon de soufre,Brimstone Pants Wisp,icons/costume_pt/nu_f_pt_cloth199.dds.png,生产材料,Редкий материал,Matériau,Material
40829,凝结魔力的软布手套,Заготовка для легких перчаток короля-завоевателя,Feu-follet de gants de soufre,Brimstone Gloves Wisp,icons/costume_gv/nu_f_gv_cloth199.dds.png,生产材料,Редкий материал,Matériau,Material
40830,凝结魔力的软布鞋子,Заготовка для легких сапог короля-завоевателя,Feu-follet chaussures soufre,Brimstone Shoes Wisp,icons/costume_bo/nu_f_bo_cloth199.dds.png,生产材料,Редкий материал,Matériau,Material
40831,凝结魔力的头饰,Заготовка для головного убора короля-завоевателя,Feu-follet de casque de soufre,Brimstone Cap Wisp,icons/costume_hm/nu_m_hm_leather199.dds.png,生产材料,Редкий материал,Matériau,Material
40832,凝结魔力的轻皮胸甲,Заготовка для мехового жилета короля-завоевателя,Feu-follet de pourpoint de soufre,Brimstone Jerkin Wisp,icons/costume_ar/nu_m_ar_leather199.dds.png,生产材料,Редкий материал,Matériau,Material
40833,凝结魔力的轻皮裤子,Заготовка для кожаных штанов короля-завоевателя,Feu-follet de braies de soufre,Brimstone Breeches Wisp,icons/costume_pt/nu_f_pt_leather198.dds.png,生产材料,Редкий материал,Matériau,Material
40834,凝结魔力的轻皮手套,Заготовка для кожаных перчаток короля-завоевателя,Feu-follet de poings de soufre,Brimstone Fists Wisp,icons/costume_gv/nu_m_gv_leather199.dds.png,生产材料,Редкий материал,Matériau,Material
40835,凝结魔力的皮鞋,Заготовка для меховых сапог короля-завоевателя,Feu-follet de bottes de soufre,Brimstone Boots Wisp,icons/costume_bo/nu_m_bo_leather199.dds.png,生产材料,Редкий материал,Matériau,Material
40836,凝结魔力的金属头盔,Заготовка для железной маски короля-завоевателя,Feu-follet de heaume de soufre,Brimstone Helm Wisp,icons/costume_hm/nu_m_hm_metal210.dds.png,生产材料,Редкий материал,Matériau,Material
40837,凝结魔力的金属胸甲,Заготовка для пластинчатого панциря короля-завоевателя,Feu-follet de cuirasse de soufre,Brimstone Cuirass Wisp,icons/costume_ar/nu_f_ar_metal215.dds.png,生产材料,Редкий материал,Matériau,Material
40838,凝结魔力的金属腿甲,Заготовка для пластинчатых поножей короля-завоевателя,Feu-follet de grèves de soufre,Brimstone Greaves Wisp,icons/costume_pt/nu_f_pt_metal216.dds.png,生产材料,Редкий материал,Matériau,Material
40839,凝结魔力的金属护手,Заготовка для пластинчатых перчаток короля-завоевателя,Feu-follet de gantelets de soufre,Brimstone Gauntlets Wisp,icons/costume_gv/nu_m_gv_metal219.dds.png,生产材料,Редкий материал,Matériau,Material
40840,凝结魔力的金属长靴,Заготовка для пластинчатых сапог короля-завоевателя,Feu-follet de solerets de soufre,Brimstone Sabatons Wisp,icons/costume_bo/nu_f_bo_metal216.dds.png,生产材料,Редкий материал,Matériau,Material
40842,遗忘的古代金属锭,Грубый сплав,Lingot antique,Ancient Ingot,icons/icon_item_0871.dds.png,金属,Слиток металла,Métal,Metal
40901,tool_独立宣言,tool_Декларация независимости,482293 DO NOT TRANSLATE,tool_the declaration of independence,icons/icon_item_tool.dds.png,纸张,Бумага,Papier,Paper
40902,伊修达尔的灵魂,Эссенция водной стихии,Âme de Taris,Taris's Soul,icons/quest/icon_item_quest171.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
40903,伊修达尔的断罪之斧碎片,Сломанный правый топор Иштара,Éclat de hache Frapperage,Wrathsmite Axe Shard,icons/icon_item_axe_1h_0092.dds.png,生产材料,Редкий материал,Matériau,Material
40904,伊修达尔的业火之斧碎片,Сломанный левый топор Иштара,Éclat de hache Frapperage sup.,Superior Wrathsmite Axe Shard,icons/icon_item_axe_1h_0093.dds.png,生产材料,Редкий материал,Matériau,Material
40916,空白画纸,Бумага для рисования,Toile blanche,Empty Canvas,icons/icon_item_3104.dds.png,纸张,Бумага,Papier,Paper
40917,空白画板,Мольберт,Chevalet vide,Empty Easel,icons/icon_item_2204.dds.png,纸张,Бумага,Papier,Paper
41172,未拆封的武器强化卷轴,Свиток чар оружейника,Parch. reniv. d'arme emballé,Wrapped Weapon Regrade Scroll,icons/icon_item_1268.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
41173,未拆封的防具强化卷轴,Свиток чар бронника,Parch. de reniv. d'armure emballé,Wrapped Armor Regrade Scroll,icons/icon_item_1269.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
41174,未拆封的饰品强化卷轴,Свиток чар ювелира,Parch. reniv. d'access. emballé,Wrapped Accessory Regrade Scroll,icons/icon_item_1695.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
41176,未拆封的光辉的武器强化卷轴,Упакованный Свиток сильных чар оружейника,Parchemin resplendissant de renivellement d'arme emballé,Wrapped Resplendent Weapon Regrade Scroll,icons/icon_item_1270.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
41253,神秘幸运石碎片（绑定）,Осколок ирамийской гадальной руны,Éclat de pierre de sérendipité lié,Bound Serendipity Stone Shard,icons/icon_item_3399.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42084,武器辟邪石：传说,Талисман оружейника из очищенного акхиума,Emblème d'ancrage d'arme céleste,Celestial Weapon Anchoring Emblem,icons/icon_item_3505.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42085,防具辟邪石：传说,Талисман бронника из очищенного акхиума,Emblème d'ancrage d'armure céleste,Celestial Armor Anchoring Emblem,icons/icon_item_3506.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42086,饰品辟邪石：传说,Талисман ювелира из очищенного акхиума,Emblème d'ancrage d'accessoire céleste,Celestial Accessory Anchoring Emblem,icons/icon_item_3507.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42090,武器辟邪石：远古,Талисман оружейника из истинного акхиума,Emblème d'ancrage d'arme divine,Divine Weapon Anchoring Emblem,icons/icon_item_3511.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42091,防具辟邪石：远古,Талисман бронника из истинного акхиума,Emblème d'ancrage d'armure divine,Divine Armor Anchoring Emblem,icons/icon_item_3512.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42092,饰品辟邪石：远古,Талисман ювелира из истинного акхиума,Emblème d'ancrage d'accessoire divin,Divine Accessory Anchoring Emblem,icons/icon_item_3513.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42096,武器辟邪石碎片：传说,Заготовка из очищенного солнечного акхиума,Fragment d'ancrage d'arme céleste,Celestial Weapon Anchoring Shard,icons/icon_item_3505.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42097,防具辟邪石碎片：传说,Заготовка из очищенного лунного акхиума,Fragment d'ancrage d'armure céleste,Celestial Armor Anchoring Shard,icons/icon_item_3506.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42098,饰品辟邪石碎片：传说,Заготовка из очищенного звездного акхиума,Fragment d'ancrage access. céleste,Celestial Accessory Anchoring Shard,icons/icon_item_3507.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42102,武器辟邪石碎片：远古,Заготовка из истинного солнечного акхиума,Fragment d'ancrage d'arme divine,Divine Weapon Anchoring Shard,icons/icon_item_3511.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42103,防具辟邪石碎片：远古,Заготовка из истинного лунного акхиума,Fragment d'ancrage d'armure divine,Divine Armor Anchoring Shard,icons/icon_item_3512.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42104,饰品辟邪石碎片：远古,Заготовка из истинного звездного акхиума,Fragment d'ancrage d'accessoire divin,Divine Accessory Anchoring Shard,icons/icon_item_3513.dds.png,强化材料,Материал для улучшения,Enchancement Materials,Enchancement Materials
42342,清香的绿叶,Душистые листья,Feuille parfumée,Scented Leaf,icons/icon_item_3598.dds.png,特殊材料,Особый материал,Special Material,Special Material
42343,有光泽的种子,Маслянистые семена,Graine royale,Royal Seed,icons/icon_item_3600.dds.png,特殊材料,Особый материал,Special Material,Special Material
42824,未拆封的八角亭圆柱捆,Упаковка лакированных досок,Paq. de poutres pour pavillon emballé,Wrapped Pavilion Beam Bundle,icons/icon_item_1974.dds.png,生产材料,Редкий материал,Matériau,Material
43068,黄金铃铛花茎干,Листья златоцвета,Vigne d'Auricloche,Goldenbell Vine,icons/icon_item_3882.dds.png,生产材料,Редкий материал,Matériau,Material
43069,歌唱的碱蓬嫩叶,Побеги медузника,Feuille de Soude maritime chantante,Singing Sea-Blite Leaf,icons/icon_item_3883.dds.png,生产材料,Редкий материал,Matériau,Material
43128,甲胄碎片,Обломок эфенских доспехов,Pièce d'armure maudite,Cursed Armor Scrap,icons/icon_item_3864.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
43129,酸性泡泡,Яд кир'фера,Morceau acide,Acid Gobbet,icons/icon_item_3887.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
43130,酸性毒囊,Флакон с ядом кир'фера,Fiole d'acide,Acid Vessel,icons/icon_item_3863.dds.png,生产材料,Редкий материал,Matériau,Material
43131,完整的甲胄,Эфенские доспехи,Armure maudite complète,Complete Cursed Armor,icons/icon_item_3888.dds.png,生产材料,Редкий материал,Matériau,Material
43445,新月石循环催化剂,Сфера огранщика,Cirage pour Gemme sélène,Lunagem Polish,icons/icon_item_4001.dds.png,生产材料,Редкий материал,Matériau,Material
43448,新月青石晶,Зеленое эмалевое стекло,Lunarite supérieure Lumiterre,Superior Earthglow Lunarite,icons/icon_item_1721.dds.png,生产材料,Редкий материал,Matériau,Material
43463,新月黄石晶,Желтое эмалевое стекло,Lunarite supérieure Lumirafale,Superior Galeglow Lunarite,icons/icon_item_1722.dds.png,生产材料,Редкий материал,Matériau,Material
43468,新月褐石晶,Бежевое эмалевое стекло,Lunarite supérieure Lumicuivre,Superior Copperglow Lunarite,icons/icon_item_1720.dds.png,生产材料,Редкий материал,Matériau,Material
43469,新月赤石冶炼石,Рубиновая заготовка,Gemme sélène brute Lumifeu,Uncut Fireglow Lunagem,icons/icon_item_3994.dds.png,生产材料,Редкий материал,Matériau,Material
43470,新月褐石冶炼石,Кварцевая заготовка,Gemme sélène brute Lumicuivre,Uncut Copperglow Lunagem,icons/icon_item_3995.dds.png,生产材料,Редкий материал,Matériau,Material
43471,新月黄石冶炼石,Янтарная заготовка,Gemme sélène brute Lumirafale,Uncut Galeglow Lunagem,icons/icon_item_3996.dds.png,生产材料,Редкий материал,Matériau,Material
43472,新月血石冶炼石,Турмалиновая заготовка,Gemme sélène brute Lumisol,Uncut Sunglow Lunagem,icons/icon_item_3997.dds.png,生产材料,Редкий материал,Matériau,Material
43473,新月青石冶炼石,Изумрудная заготовка,Gemme sélène brute Lumiterre,Uncut Earthglow Lunagem,icons/icon_item_3998.dds.png,生产材料,Редкий материал,Matériau,Material
43474,新月海石冶炼石,Бирюзовая заготовка,Oracle Lumiciel,Skyglow Oracle,icons/icon_item_3999.dds.png,生产材料,Редкий материал,Matériau,Material
43475,新月碧石冶炼石,Сапфировая заготовка,Gemme sélène brute Lumivague,Uncut Waveglow Lunagem,icons/icon_item_4000.dds.png,生产材料,Редкий материал,Matériau,Material
43586,新月褐石碎片,Бежевая эмалевая глазурь,Lunarite délicate Lumicuivre,Fine Copperglow Lunarite,icons/icon_item_1717.dds.png,生产材料,Редкий материал,Matériau,Material
43802,编制的甲胄,Эфенские доспехи,Pièce d'armure maudite,Cursed Armor Piece,icons/icon_item_3888.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
43803,强酸性毒囊,Флакон с ядом кир'фера,Bourse de poison acide,Acidic Poison Pouch,icons/icon_item_3863.dds.png,战利品,Легендарный трофей,Legendary Trophy,Legendary Trophy
44059,被净化的魔力匕首,Заготовка для закаленного аргенитового кинжала,Composant de Dague d'obsidienne enchantée,Enchanted Obsidian Dagger Component,icons/icon_item_dagger_0094.dds.png,生产材料,Редкий материал,Matériau,Material
44060,被净化的魔力单手剑,Заготовка для закаленного аргенитового меча,Composant d'Épée d'obsidienne enchantée,Enchanted Obsidian Sword Component,icons/icon_item_sword_1h_0096.dds.png,生产材料,Редкий материал,Matériau,Material
44061,被净化的魔力双手剑,Заготовка для закаленного аргенитового клеймора,Composant d'Espadon d'obsidienne enchantée,Enchanted Obsidian Greatsword Component,icons/icon_item_sword_2h_0074.dds.png,生产材料,Редкий материал,Matériau,Material
